,country,diversity,year
26546072,BTN,97,2019
26550835,BWA,79,2019
26555598,CAF,73,2019
26560361,CAN,811,2019
26565124,CCK,147,2019
26569887,CHE,740,2019
26574650,CHL,349,2019
26579413,CHN,2327,2019
26584176,CIV,169,2019
26588939,CMR,173,2019
26593702,COD,58,2019
26598465,COG,61,2019
26603228,COK,77,2019
26607991,COL,405,2019
26612754,COM,63,2019
26617517,CPV,144,2019
26622280,CRI,422,2019
26627043,CUB,118,2019
26631806,CUW,431,2019
26636569,CXR,56,2019
26641332,CYM,17,2019
26646095,CYP,477,2019
26650858,CZE,1165,2019
26655621,DEU,1859,2019
26660384,DJI,106,2019
26665147,DMA,238,2019
26669910,DNK,1141,2019
26674673,DOM,474,2019
26679436,DZA,58,2019
26684199,ECU,179,2019
26688962,EGY,840,2019
26693725,ERI,13,2019
26698488,ESP,1774,2019
26703251,EST,962,2019
26708014,ETH,381,2019
26712777,FIN,762,2019
26717540,FJI,485,2019
26722303,FLK,23,2019
26727066,FRA,1527,2019
26731829,FSM,19,2019
26736592,GAB,70,2019
26741355,GBR,1302,2019
26746118,GEO,406,2019
26750881,GHA,157,2019
26755644,GIB,125,2019
26760407,GIN,40,2019
26765170,GMB,114,2019
26769933,GNB,24,2019
26774696,GNQ,15,2019
26779459,GRC,835,2019
26784222,GRD,222,2019
26788985,GRL,47,2019
26793748,GTM,617,2019
26798511,GUM,124,2019
26803274,GUY,154,2019
26808037,HKG,1124,2019
26812800,HND,362,2019
26817563,HRV,987,2019
26822326,HTI,142,2019
26827089,HUN,873,2019
26831852,IDN,947,2019
26836615,IND,1538,2019
26841378,IOT,44,2019
26846141,IRL,339,2019
26850904,IRN,595,2019
26855667,IRQ,16,2019
26860430,ISL,227,2019
26865193,ISR,740,2019
26869956,ITA,2038,2019
26874719,JAM,233,2019
26879482,JOR,543,2019
26884245,JPN,1252,2019
26889008,KAZ,237,2019
26893771,KEN,563,2019
26898534,KGZ,345,2019
26903297,KHM,414,2019
26908060,KIR,29,2019
26912823,KNA,85,2019
26917586,KOR,889,2019
26922349,KWT,97,2019
26927112,LAO,270,2019
26931875,LBN,691,2019
26936638,LBR,93,2019
26941401,LBY,22,2019
26946164,LCA,410,2019
26950927,LKA,659,2019
26955690,LSO,228,2019
26960453,LTU,1109,2019
26965216,LUX,715,2019
26969979,LVA,928,2019
26974742,MAC,372,2019
26979505,MAR,534,2019
26984268,MDA,489,2019
26989031,MDG,364,2019
26993794,MDV,61,2019
26998557,MEX,640,2019
27003320,MHL,57,2019
27008083,MKD,439,2019
27012846,MLI,110,2019
27017609,MLT,369,2019
27022372,MMR,511,2019
27027135,MNE,305,2019
27031898,MNG,102,2019
27036661,MNP,73,2019
27041424,MOZ,196,2019
27046187,MRT,79,2019
27050950,MSR,106,2019
27055713,MUS,579,2019
27060476,MWI,172,2019
27065239,MYS,670,2019
27070002,NAM,233,2019
27074765,NCL,33,2019
27079528,NER,127,2019
27084291,NFK,76,2019
27089054,NGA,95,2019
27093817,NIC,261,2019
27098580,NIU,42,2019
27103343,NLD,1331,2019
27108106,NOR,417,2019
27112869,NPL,478,2019
27117632,NRU,132,2019
27122395,NZL,494,2019
27127158,OMN,228,2019
27131921,PAK,850,2019
27136684,PAN,725,2019
27141447,PCN,98,2019
27146210,PER,368,2019
27150973,PHL,512,2019
27155736,PLW,37,2019
27160499,PNG,77,2019
27165262,POL,1419,2019
27170025,PRK,336,2019
27174788,PRT,1391,2019
27179551,PRY,182,2019
27184314,PSE,483,2019
27189077,PYF,158,2019
27193840,QAT,50,2019
27198603,ROU,929,2019
27203366,RUS,463,2019
27208129,RWA,236,2019
27212892,S19,966,2019
27217655,SAU,227,2019
27222418,SDN,97,2019
27227181,SEN,319,2019
27231944,SGP,579,2019
27236707,SHN,87,2019
27241470,SLB,43,2019
27246233,SLE,157,2019
27250996,SLV,554,2019
27255759,SMR,364,2019
27260522,SOM,68,2019
27265285,SPM,45,2019
27270048,SRB,815,2019
27274811,SSD,15,2019
27279574,STP,130,2019
27284337,SUR,82,2019
27289100,SVK,779,2019
27293863,SVN,1024,2019
27298626,SWE,1041,2019
27303389,SWZ,232,2019
27308152,SXM,408,2019
27312915,SYC,121,2019
27317678,SYR,499,2019
27322441,TCA,113,2019
27327204,TCD,22,2019
27331967,TGO,222,2019
27336730,THA,1004,2019
27341493,TJK,145,2019
27346256,TKL,357,2019
27351019,TKM,80,2019
27355782,TLS,63,2019
27360545,TON,96,2019
27365308,TTO,220,2019
27370071,TUN,770,2019
27374834,TUR,1549,2019
27379597,TUV,35,2019
27384360,TZA,374,2019
27389123,UGA,295,2019
27393886,UKR,616,2019
27398649,URY,277,2019
27403412,USA,1439,2019
27408175,UZB,328,2019
27412938,VCT,141,2019
27417701,VEN,67,2019
27422464,VGB,98,2019
27427227,VNM,847,2019
27431990,VUT,51,2019
27436753,WLF,56,2019
27441516,WSM,256,2019
27446279,YEM,115,2019
27451042,ZAF,741,2019
27455805,ZMB,197,2019
27460568,ZWE,182,2019
27465331,ABW,183,2020
27469973,AFG,142,2020
27474615,AGO,41,2020
27479257,AIA,85,2020
27483899,ALB,513,2020
27488541,AND,396,2020
27493183,ARE,606,2020
27497825,ARG,387,2020
27502467,ARM,273,2020
27507109,ASM,148,2020
27511751,ATF,51,2020
27516393,ATG,135,2020
27521035,AUS,320,2020
27525677,AUT,1358,2020
27530319,AZE,112,2020
27534961,BDI,93,2020
27539603,BEL,1382,2020
27544245,BEN,144,2020
27548887,BES,99,2020
27553529,BFA,47,2020
27558171,BGD,366,2020
27562813,BGR,1157,2020
27567455,BHR,263,2020
27572097,BHS,132,2020
27576739,BIH,705,2020
27581381,BLM,58,2020
27586023,BLR,795,2020
27590665,BLZ,168,2020
27595307,BMU,85,2020
27599949,BOL,153,2020
27604591,BRA,529,2020
27609233,BRB,332,2020
27613875,BRN,49,2020
27618517,BTN,85,2020
27623159,BWA,99,2020
27627801,CAF,101,2020
27632443,CAN,826,2020
27637085,CCK,149,2020
27641727,CHE,675,2020
27646369,CHL,307,2020
27651011,CHN,2162,2020
27655653,CIV,168,2020
27660295,CMR,178,2020
27664937,COD,50,2020
27669579,COG,73,2020
27674221,COK,66,2020
27678863,COL,440,2020
27683505,COM,63,2020
27688147,CPV,106,2020
27692789,CRI,366,2020
27697431,CUB,86,2020
27702073,CUW,543,2020
27706715,CXR,73,2020
27711357,CYM,23,2020
27715999,CYP,430,2020
27720641,CZE,1157,2020
27725283,DEU,1853,2020
27729925,DJI,100,2020
27734567,DMA,288,2020
27739209,DNK,1130,2020
27743851,DOM,445,2020
27748493,DZA,54,2020
27753135,ECU,196,2020
27757777,EGY,823,2020
27762419,ERI,17,2020
27767061,ESP,1773,2020
27771703,EST,948,2020
27776345,ETH,347,2020
27780987,FIN,804,2020
27785629,FJI,458,2020
27790271,FLK,25,2020
27794913,FRA,1592,2020
27799555,FSM,19,2020
27804197,GAB,81,2020
27808839,GBR,1375,2020
27813481,GEO,349,2020
27818123,GHA,141,2020
27822765,GIB,109,2020
27827407,GIN,20,2020
27832049,GMB,92,2020
27836691,GNB,26,2020
27841333,GNQ,17,2020
27845975,GRC,836,2020
27850617,GRD,207,2020
27855259,GRL,42,2020
27859901,GTM,579,2020
27864543,GUM,98,2020
27869185,GUY,92,2020
27873827,HKG,921,2020
27878469,HND,376,2020
27883111,HRV,968,2020
27887753,HTI,127,2020
27892395,HUN,860,2020
27897037,IDN,851,2020
27901679,IND,1535,2020
27906321,IOT,60,2020
27910963,IRL,293,2020
27915605,IRN,588,2020
27920247,IRQ,31,2020
27924889,ISL,235,2020
27929531,ISR,763,2020
27934173,ITA,2024,2020
27938815,JAM,286,2020
27943457,JOR,502,2020
27948099,JPN,1268,2020
27952741,KAZ,232,2020
27957383,KEN,552,2020
27962025,KGZ,296,2020
27966667,KHM,428,2020
27971309,KIR,27,2020
27975951,KNA,93,2020
27980593,KOR,867,2020
27985235,KWT,119,2020
27989877,LAO,266,2020
27994519,LBN,687,2020
27999161,LBR,64,2020
28003803,LBY,42,2020
28008445,LCA,348,2020
28013087,LKA,661,2020
28017729,LSO,207,2020
28022371,LTU,1141,2020
28027013,LUX,739,2020
28031655,LVA,894,2020
28036297,MAC,365,2020
28040939,MAR,543,2020
28045581,MDA,483,2020
28050223,MDG,386,2020
28054865,MDV,80,2020
28059507,MEX,630,2020
28064149,MHL,83,2020
28068791,MKD,425,2020
28073433,MLI,37,2020
28078075,MLT,320,2020
28082717,MMR,522,2020
28087359,MNE,290,2020
28092001,MNG,85,2020
28096643,MNP,62,2020
28101285,MOZ,198,2020
28105927,MRT,86,2020
28110569,MSR,83,2020
28115211,MUS,590,2020
28119853,MWI,156,2020
28124495,MYS,608,2020
28129137,NAM,207,2020
28133779,NCL,26,2020
28138421,NER,97,2020
28143063,NFK,45,2020
28147705,NGA,113,2020
28152347,NIC,278,2020
28156989,NIU,25,2020
28161631,NLD,1346,2020
28166273,NOR,448,2020
28170915,NPL,423,2020
28175557,NRU,45,2020
28180199,NZL,462,2020
28184841,OMN,282,2020
28189483,PAK,827,2020
28194125,PAN,830,2020
28198767,PCN,66,2020
28203409,PER,348,2020
28208051,PHL,460,2020
28212693,PLW,35,2020
28217335,PNG,77,2020
28221977,POL,1428,2020
28226619,PRK,339,2020
28231261,PRT,1383,2020
28235903,PRY,167,2020
28240545,PSE,476,2020
28245187,PYF,204,2020
28249829,QAT,57,2020
28254471,ROU,947,2020
28259113,RUS,521,2020
28263755,RWA,252,2020
28268397,S19,864,2020
28273039,SAU,276,2020
28277681,SDN,81,2020
28282323,SEN,345,2020
28286965,SGP,508,2020
28291607,SHN,82,2020
28296249,SLB,46,2020
28300891,SLE,123,2020
28305533,SLV,553,2020
28310175,SMR,351,2020
28314817,SOM,79,2020
28319459,SPM,54,2020
28324101,SRB,824,2020
28328743,SSD,20,2020
28333385,STP,129,2020
28338027,SUR,72,2020
28342669,SVK,803,2020
28347311,SVN,1041,2020
28351953,SWE,1050,2020
28356595,SWZ,321,2020
28361237,SXM,433,2020
28365879,SYC,87,2020
28370521,SYR,448,2020
28375163,TCA,143,2020
28379805,TCD,17,2020
28384447,TGO,234,2020
28389089,THA,944,2020
28393731,TJK,116,2020
28398373,TKL,180,2020
28403015,TKM,73,2020
28407657,TLS,51,2020
28412299,TON,91,2020
28416941,TTO,208,2020
28421583,TUN,758,2020
28426225,TUR,1594,2020
28430867,TUV,32,2020
28435509,TZA,315,2020
28440151,UGA,276,2020
28444793,UKR,596,2020
28449435,URY,256,2020
28454077,USA,1428,2020
28458719,UZB,348,2020
28463361,VCT,126,2020
28468003,VEN,101,2020
28472645,VGB,40,2020
28477287,VNM,806,2020
28481929,VUT,42,2020
28486571,WLF,55,2020
28491213,WSM,157,2020
28495855,YEM,124,2020
28500497,ZAF,676,2020
28505139,ZMB,175,2020
28509781,ZWE,153,2020
28514423,ABW,167,2021
28519066,AFG,169,2021
28523709,AGO,55,2021
28528352,AIA,128,2021
28532995,ALB,519,2021
28537638,AND,458,2021
28542281,ARE,523,2021
28546924,ARG,391,2021
28551567,ARM,320,2021
28556210,ASM,148,2021
28560853,ATF,72,2021
28565496,ATG,175,2021
28570139,AUS,280,2021
28574782,AUT,1393,2021
28579425,AZE,106,2021
28584068,BDI,136,2021
28588711,BEL,1288,2021
28593354,BEN,149,2021
28597997,BES,33,2021
28602640,BFA,68,2021
28607283,BGD,379,2021
28611926,BGR,1164,2021
28616569,BHR,234,2021
28621212,BHS,129,2021
28625855,BIH,668,2021
28630498,BLM,89,2021
28635141,BLR,878,2021
28639784,BLZ,202,2021
28644427,BMU,99,2021
28649070,BOL,137,2021
28653713,BRA,494,2021
28658356,BRB,367,2021
28662999,BRN,65,2021
28667642,BTN,82,2021
28672285,BWA,84,2021
28676928,CAF,101,2021
28681571,CAN,802,2021
28686214,CCK,145,2021
28690857,CHE,666,2021
28695500,CHL,296,2021
28700143,CHN,2264,2021
28704786,CIV,163,2021
28709429,CMR,227,2021
28714072,COD,41,2021
28718715,COG,51,2021
28723358,COK,79,2021
28728001,COL,422,2021
28732644,COM,78,2021
28737287,CPV,133,2021
28741930,CRI,380,2021
28746573,CUB,95,2021
28751216,CUW,315,2021
28755859,CXR,83,2021
28760502,CYM,20,2021
28765145,CYP,438,2021
28769788,CZE,1205,2021
28774431,DEU,1901,2021
28779074,DJI,411,2021
28783717,DMA,316,2021
28788360,DNK,1156,2021
28793003,DOM,453,2021
28797646,DZA,64,2021
28802289,ECU,188,2021
28806932,EGY,831,2021
28811575,ERI,25,2021
28816218,ESP,1804,2021
28820861,EST,923,2021
28825504,ETH,318,2021
28830147,FIN,809,2021
28834790,FJI,515,2021
28839433,FLK,25,2021
28844076,FRA,1689,2021
28848719,FSM,26,2021
28853362,GAB,95,2021
28858005,GBR,1241,2021
28862648,GEO,383,2021
28867291,GHA,192,2021
28871934,GIB,151,2021
28876577,GIN,32,2021
28881220,GMB,115,2021
28885863,GNB,21,2021
28890506,GNQ,12,2021
28895149,GRC,843,2021
28899792,GRD,238,2021
28904435,GRL,55,2021
28909078,GTM,633,2021
28913721,GUM,180,2021
28918364,GUY,63,2021
28923007,HKG,1020,2021
28927650,HND,351,2021
28932293,HRV,954,2021
28936936,HTI,131,2021
28941579,HUN,895,2021
28946222,IDN,794,2021
28950865,IND,1561,2021
28955508,IOT,76,2021
28960151,IRL,342,2021
28964794,IRN,535,2021
28969437,IRQ,28,2021
28974080,ISL,224,2021
28978723,ISR,723,2021
28983366,ITA,2077,2021
28988009,JAM,298,2021
28992652,JOR,488,2021
28997295,JPN,1259,2021
29001938,KAZ,232,2021
29006581,KEN,588,2021
29011224,KGZ,319,2021
29015867,KHM,483,2021
29020510,KIR,24,2021
29025153,KNA,115,2021
29029796,KOR,846,2021
29034439,KWT,103,2021
29039082,LAO,252,2021
29043725,LBN,769,2021
29048368,LBR,64,2021
29053011,LBY,29,2021
29057654,LCA,214,2021
29062297,LKA,672,2021
29066940,LSO,261,2021
29071583,LTU,1105,2021
29076226,LUX,711,2021
29080869,LVA,938,2021
29085512,MAC,397,2021
29090155,MAR,533,2021
29094798,MDA,501,2021
29099441,MDG,370,2021
29104084,MDV,68,2021
29108727,MEX,682,2021
29113370,MHL,48,2021
29118013,MKD,434,2021
29122656,MLI,38,2021
29127299,MLT,323,2021
29131942,MMR,518,2021
29136585,MNE,277,2021
29141228,MNG,81,2021
29145871,MNP,72,2021
29150514,MOZ,191,2021
29155157,MRT,75,2021
29159800,MSR,81,2021
29164443,MUS,646,2021
29169086,MWI,194,2021
29173729,MYS,605,2021
29178372,NAM,208,2021
29183015,NCL,37,2021
29187658,NER,84,2021
29192301,NFK,83,2021
29196944,NGA,119,2021
29201587,NIC,262,2021
29206230,NIU,88,2021
29210873,NLD,1372,2021
29215516,NOR,341,2021
29220159,NPL,393,2021
29224802,NRU,48,2021
29229445,NZL,471,2021
29234088,OMN,244,2021
29238731,PAK,816,2021
29243374,PAN,416,2021
29248017,PCN,96,2021
29252660,PER,360,2021
29257303,PHL,477,2021
29261946,PLW,41,2021
29266589,PNG,80,2021
29271232,POL,1457,2021
29275875,PRK,295,2021
29280518,PRT,1445,2021
29285161,PRY,171,2021
29289804,PSE,452,2021
29294447,PYF,152,2021
29299090,QAT,49,2021
29303733,ROU,961,2021
29308376,RUS,486,2021
29313019,RWA,320,2021
29317662,S19,836,2021
29322305,SAU,242,2021
29326948,SDN,94,2021
29331591,SEN,328,2021
29336234,SGP,509,2021
29340877,SHN,54,2021
29345520,SLB,50,2021
29350163,SLE,116,2021
29354806,SLV,542,2021
29359449,SMR,345,2021
29364092,SOM,105,2021
29368735,SPM,48,2021
29373378,SRB,812,2021
29378021,SSD,46,2021
29382664,STP,124,2021
29387307,SUR,126,2021
29391950,SVK,810,2021
29396593,SVN,1057,2021
29401236,SWE,1077,2021
29405879,SWZ,315,2021
29410522,SXM,320,2021
29415165,SYC,148,2021
29419808,SYR,535,2021
29424451,TCA,195,2021
29429094,TCD,16,2021
29433737,TGO,197,2021
29438380,THA,985,2021
29443023,TJK,120,2021
29447666,TKL,274,2021
29452309,TKM,82,2021
29456952,TLS,40,2021
29461595,TON,100,2021
29466238,TTO,184,2021
29470881,TUN,762,2021
29475524,TUR,1602,2021
29480167,TUV,20,2021
29484810,TZA,350,2021
29489453,UGA,333,2021
29494096,UKR,600,2021
29498739,URY,268,2021
29503382,USA,1335,2021
29508025,UZB,438,2021
29512668,VCT,137,2021
29517311,VEN,160,2021
29521954,VGB,85,2021
29526597,VNM,847,2021
29531240,VUT,48,2021
29535883,WLF,89,2021
29540526,WSM,286,2021
29545169,YEM,124,2021
29549812,ZAF,643,2021
29554455,ZMB,197,2021
29559098,ZWE,143,2021
29563741,ABW,182,2022
29568393,AFG,187,2022
29573045,AGO,54,2022
29577697,AIA,88,2022
29582349,ALB,512,2022
29587001,AND,299,2022
29591653,ARE,491,2022
29596305,ARG,379,2022
29600957,ARM,414,2022
29605609,ASM,220,2022
29610261,ATF,60,2022
29614913,ATG,214,2022
29619565,AUS,284,2022
29624217,AUT,1362,2022
29628869,AZE,84,2022
29633521,BDI,119,2022
29638173,BEL,1250,2022
29642825,BEN,134,2022
29647477,BES,63,2022
29652129,BFA,79,2022
29656781,BGD,375,2022
29661433,BGR,1066,2022
29666085,BHR,205,2022
29670737,BHS,91,2022
29675389,BIH,681,2022
29680041,BLM,19,2022
29684693,BLR,502,2022
29689345,BLZ,234,2022
29693997,BMU,274,2022
29698649,BOL,127,2022
29703301,BRA,540,2022
29707953,BRB,400,2022
29712605,BRN,51,2022
29717257,BTN,78,2022
29721909,BWA,96,2022
29726561,CAF,77,2022
29731213,CAN,799,2022
29735865,CCK,180,2022
29740517,CHE,653,2022
29745169,CHL,326,2022
29749821,CHN,2410,2022
29754473,CIV,163,2022
29759125,CMR,124,2022
29763777,COD,55,2022
29768429,COG,49,2022
29773081,COK,75,2022
29777733,COL,375,2022
29782385,COM,47,2022
29787037,CPV,184,2022
29791689,CRI,394,2022
29796341,CUB,110,2022
29800993,CUW,554,2022
29805645,CXR,112,2022
29810297,CYM,40,2022
29814949,CYP,464,2022
29819601,CZE,1224,2022
29824253,DEU,1972,2022
29828905,DJI,539,2022
29833557,DMA,334,2022
29838209,DNK,1170,2022
29842861,DOM,471,2022
29847513,DZA,71,2022
29852165,ECU,188,2022
29856817,EGY,801,2022
29861469,ERI,12,2022
29866121,ESP,1790,2022
29870773,EST,981,2022
29875425,ETH,356,2022
29880077,FIN,805,2022
29884729,FJI,441,2022
29889381,FLK,20,2022
29894033,FRA,1650,2022
29898685,FSM,26,2022
29903337,GAB,75,2022
29907989,GBR,1216,2022
29912641,GEO,419,2022
29917293,GHA,181,2022
29921945,GIB,69,2022
29926597,GIN,34,2022
29931249,GMB,138,2022
29935901,GNB,21,2022
29940553,GNQ,16,2022
29945205,GRC,809,2022
29949857,GRD,213,2022
29954509,GRL,55,2022
29959161,GTM,634,2022
29963813,GUM,155,2022
29968465,GUY,57,2022
29973117,HKG,1056,2022
29977769,HND,314,2022
29982421,HRV,983,2022
29987073,HTI,141,2022
29991725,HUN,901,2022
29996377,IDN,726,2022
30001029,IND,1592,2022
30005681,IOT,90,2022
30010333,IRL,331,2022
30014985,IRN,554,2022
30019637,IRQ,24,2022
30024289,ISL,222,2022
30028941,ISR,652,2022
30033593,ITA,2130,2022
30038245,JAM,308,2022
30042897,JOR,479,2022
30047549,JPN,1301,2022
30052201,KAZ,217,2022
30056853,KEN,612,2022
30061505,KGZ,497,2022
30066157,KHM,457,2022
30070809,KIR,21,2022
30075461,KNA,160,2022
30080113,KOR,826,2022
30084765,KWT,80,2022
30089417,LAO,191,2022
30094069,LBN,792,2022
30098721,LBR,63,2022
30103373,LBY,29,2022
30108025,LCA,273,2022
30112677,LKA,654,2022
30117329,LSO,224,2022
30121981,LTU,1050,2022
30126633,LUX,734,2022
30131285,LVA,879,2022
30135937,MAC,434,2022
30140589,MAR,533,2022
30145241,MDA,486,2022
30149893,MDG,370,2022
30154545,MDV,50,2022
30159197,MEX,722,2022
30163849,MHL,56,2022
30168501,MKD,458,2022
30173153,MLI,35,2022
30177805,MLT,323,2022
30182457,MMR,480,2022
30187109,MNE,188,2022
30191761,MNG,85,2022
30196413,MNP,70,2022
30201065,MOZ,157,2022
30205717,MRT,88,2022
30210369,MSR,99,2022
30215021,MUS,649,2022
30219673,MWI,198,2022
30224325,MYS,624,2022
30228977,NAM,263,2022
30233629,NCL,27,2022
30238281,NER,91,2022
30242933,NFK,95,2022
30247585,NGA,114,2022
30252237,NIC,245,2022
30256889,NIU,137,2022
30261541,NLD,1394,2022
30266193,NOR,261,2022
30270845,NPL,455,2022
30275497,NRU,62,2022
30280149,NZL,488,2022
30284801,OMN,214,2022
30289453,PAK,820,2022
30294105,PAN,424,2022
30298757,PCN,104,2022
30303409,PER,390,2022
30308061,PHL,481,2022
30312713,PLW,39,2022
30317365,PNG,42,2022
30322017,POL,1472,2022
30326669,PRK,222,2022
30331321,PRT,1463,2022
30335973,PRY,213,2022
30340625,PSE,466,2022
30345277,PYF,191,2022
30349929,QAT,48,2022
30354581,ROU,968,2022
30359233,RUS,383,2022
30363885,RWA,365,2022
30368537,S19,827,2022
30373189,SAU,202,2022
30377841,SDN,82,2022
30382493,SEN,314,2022
30387145,SGP,511,2022
30391797,SHN,56,2022
30396449,SLB,44,2022
30401101,SLE,109,2022
30405753,SLV,556,2022
30410405,SMR,392,2022
30415057,SOM,75,2022
30419709,SPM,59,2022
30424361,SRB,838,2022
30429013,SSD,46,2022
30433665,STP,164,2022
30438317,SUR,120,2022
30442969,SVK,790,2022
30447621,SVN,939,2022
30452273,SWE,1056,2022
30456925,SWZ,327,2022
30461577,SXM,356,2022
30466229,SYC,149,2022
30470881,SYR,463,2022
30475533,TCA,232,2022
30480185,TCD,12,2022
30484837,TGO,197,2022
30489489,THA,1002,2022
30494141,TJK,130,2022
30498793,TKL,66,2022
30503445,TKM,71,2022
30508097,TLS,88,2022
30512749,TON,113,2022
30517401,TTO,130,2022
30522053,TUN,784,2022
30526705,TUR,1689,2022
30531357,TUV,20,2022
30536009,TZA,356,2022
30540661,UGA,378,2022
30545313,UKR,607,2022
30549965,URY,257,2022
30554617,USA,1325,2022
30559269,UZB,512,2022
30563921,VCT,151,2022
30568573,VEN,165,2022
30573225,VGB,109,2022
30577877,VNM,909,2022
30582529,VUT,44,2022
30587181,WLF,79,2022
30591833,WSM,283,2022
30596485,YEM,130,2022
30601137,ZAF,656,2022
30605789,ZMB,213,2022
30610441,ZWE,139,2022
30615093,ABW,202,2023
30619737,AFG,170,2023
30624381,AGO,67,2023
30629025,AIA,134,2023
30633669,ALB,555,2023
30638313,AND,393,2023
30642957,ARE,466,2023
30647601,ARG,394,2023
30652245,ARM,387,2023
30656889,ASM,178,2023
30661533,ATF,57,2023
30666177,ATG,197,2023
30670821,AUS,293,2023
30675465,AUT,1324,2023
30680109,AZE,101,2023
30684753,BDI,43,2023
30689397,BEL,1256,2023
30694041,BEN,165,2023
30698685,BES,39,2023
30703329,BFA,81,2023
30707973,BGD,376,2023
30712617,BGR,1128,2023
30717261,BHR,217,2023
30721905,BHS,89,2023
30726549,BIH,704,2023
30731193,BLM,116,2023
30735837,BLR,480,2023
30740481,BLZ,235,2023
30745125,BMU,46,2023
30749769,BOL,145,2023
30754413,BRA,495,2023
30759057,BRB,364,2023
30763701,BRN,48,2023
30768345,BTN,59,2023
30772989,BWA,99,2023
30777633,CAF,75,2023
30782277,CAN,799,2023
30786921,CCK,158,2023
30791565,CHE,623,2023
30796209,CHL,312,2023
30800853,CHN,2360,2023
30805497,CIV,156,2023
30810141,CMR,88,2023
30814785,COD,34,2023
30819429,COG,34,2023
30824073,COK,69,2023
30828717,COL,416,2023
30833361,COM,30,2023
30838005,CPV,162,2023
30842649,CRI,369,2023
30847293,CUB,77,2023
30851937,CUW,575,2023
30856581,CXR,128,2023
30861225,CYM,42,2023
30865869,CYP,398,2023
30870513,CZE,1158,2023
30875157,DEU,1909,2023
30879801,DJI,516,2023
30884445,DMA,313,2023
30889089,DNK,1153,2023
30893733,DOM,468,2023
30898377,DZA,77,2023
30903021,ECU,169,2023
30907665,EGY,875,2023
30912309,ERI,22,2023
30916953,ESP,1761,2023
30921597,EST,1011,2023
30926241,ETH,321,2023
30930885,FIN,817,2023
30935529,FJI,442,2023
30940173,FLK,20,2023
30944817,FRA,1619,2023
30949461,FSM,35,2023
30954105,GAB,77,2023
30958749,GBR,1227,2023
30963393,GEO,415,2023
30968037,GHA,171,2023
30972681,GIB,67,2023
30977325,GIN,24,2023
30981969,GMB,722,2023
30986613,GNB,36,2023
30991257,GNQ,15,2023
30995901,GRC,850,2023
31000545,GRD,264,2023
31005189,GRL,59,2023
31009833,GTM,681,2023
31014477,GUM,151,2023
31019121,GUY,72,2023
31023765,HKG,872,2023
31028409,HND,393,2023
31033053,HRV,995,2023
31037697,HTI,145,2023
31042341,HUN,813,2023
31046985,IDN,731,2023
31051629,IND,1580,2023
31056273,IOT,66,2023
31060917,IRL,331,2023
31065561,IRN,508,2023
31070205,IRQ,25,2023
31074849,ISL,232,2023
31079493,ISR,599,2023
31084137,ITA,2060,2023
31088781,JAM,256,2023
31093425,JOR,489,2023
31098069,JPN,1190,2023
31102713,KAZ,233,2023
31107357,KEN,569,2023
31112001,KGZ,439,2023
31116645,KHM,454,2023
31121289,KIR,26,2023
31125933,KNA,114,2023
31130577,KOR,758,2023
31135221,KWT,93,2023
31139865,LAO,203,2023
31144509,LBN,731,2023
31149153,LBR,56,2023
31153797,LBY,27,2023
31158441,LCA,245,2023
31163085,LKA,660,2023
31167729,LSO,247,2023
31172373,LTU,1080,2023
31177017,LUX,709,2023
31181661,LVA,964,2023
31186305,MAC,359,2023
31190949,MAR,524,2023
31195593,MDA,460,2023
31200237,MDG,372,2023
31204881,MDV,65,2023
31209525,MEX,677,2023
31214169,MHL,42,2023
31218813,MKD,448,2023
31223457,MLI,47,2023
31228101,MLT,216,2023
31232745,MMR,484,2023
31237389,MNE,210,2023
31242033,MNG,72,2023
31246677,MNP,87,2023
31251321,MOZ,182,2023
31255965,MRT,90,2023
31260609,MSR,101,2023
31265253,MUS,640,2023
31269897,MWI,188,2023
31274541,MYS,630,2023
31279185,NAM,232,2023
31283829,NCL,32,2023
31288473,NER,97,2023
31293117,NFK,71,2023
31297761,NGA,112,2023
31302405,NIC,246,2023
31307049,NIU,101,2023
31311693,NLD,1380,2023
31316337,NOR,313,2023
31320981,NPL,435,2023
31325625,NRU,55,2023
31330269,NZL,480,2023
31334913,OMN,225,2023
31339557,PAK,821,2023
31344201,PAN,380,2023
31348845,PCN,80,2023
31353489,PER,372,2023
31358133,PHL,486,2023
31362777,PLW,62,2023
31367421,PNG,51,2023
31372065,POL,1406,2023
31376709,PRK,203,2023
31381353,PRT,1441,2023
31385997,PRY,211,2023
31390641,PSE,118,2023
31395285,PYF,143,2023
31399929,QAT,47,2023
31404573,ROU,956,2023
31409217,RUS,345,2023
31413861,RWA,92,2023
31418505,S19,763,2023
31423149,SAU,256,2023
31427793,SDN,69,2023
31432437,SEN,348,2023
31437081,SGP,472,2023
31441725,SHN,92,2023
31446369,SLB,45,2023
31451013,SLE,79,2023
31455657,SLV,554,2023
31460301,SMR,389,2023
31464945,SOM,67,2023
31469589,SPM,75,2023
31474233,SRB,874,2023
31478877,SSD,34,2023
31483521,STP,83,2023
31488165,SUR,87,2023
31492809,SVK,758,2023
31497453,SVN,848,2023
31502097,SWE,1028,2023
31506741,SWZ,294,2023
31511385,SXM,398,2023
31516029,SYC,121,2023
31520673,SYR,400,2023
31525317,TCA,285,2023
31529961,TCD,11,2023
31534605,TGO,168,2023
31539249,THA,924,2023
